,name,address,borough,cuisine,phone,critical_flag,latitude,longitude,qualify_alcohol,seating_interest
1777135,the kunjip,"32 west   32 street, manhattan, ny",manhattan,korean,2122169487,not critical,40.747786110928004,-73.987029053187,yes,both
1777136,baker's treats,"1625 nostrand avenue, brooklyn, ny",brooklyn,caribbean,7188262253,not critical,40.646317783673,-73.94908189004799,yes,sidewalk
1777361,dunkin,"10962 francis lewis boulevard, queens, ny",queens,donuts,7184651400,critical,40.707078133808,-73.75112746818499,yes,sidewalk
1777411,pho hoai bayridge,"8616 4 avenue, brooklyn, ny",brooklyn,southeast asian,7187451640,not critical,40.622605158678,-74.028436248717,yes,both
1777626,no. 1 chinese restaurant,"661 nostrand avenue, brooklyn, ny",brooklyn,chinese,7186048300,critical,40.674627856562,-73.950040775304,yes,sidewalk
1777850,club a steakhouse,"240 east   58 street, manhattan, ny",manhattan,steakhouse,2126884190,critical,40.760476326281,-73.96601423935999,yes,sidewalk
1777851,greenhouse salad & juice bar,"8 kingston avenue, brooklyn, ny",brooklyn,"juice, smoothies, fruit salads",3154894231,not critical,40.67964388028,-73.941243543236,no,roadway
1778071,spice & grill,"441 myrtle avenue, brooklyn, ny",brooklyn,indian,7188752525,critical,40.693213656211,-73.967992340105,no,sidewalk
1778216,zyara,"57 clinton street, manhattan, ny",manhattan,mediterranean,6465594250,not critical,40.719575150020006,-73.984826761061,no,both
1778338,fabrique,"348 west   14 street, manhattan, ny",manhattan,bakery products/desserts,9143304216,critical,40.740370425783,-74.004027256324,no,sidewalk
1778486,bergen bagels,"473 bergen street, brooklyn, ny",brooklyn,sandwiches,7187897600,critical,40.680811735011,-73.974866635858,no,sidewalk
1778487,soba noodle azuma,"251 west   55 street, manhattan, ny",manhattan,japanese,9172620540,not critical,40.764997945255,-73.98282726729299,yes,both
1778631,subway,"300 west   17 street, manhattan, ny",manhattan,sandwiches,2126330300,critical,40.741833444526,-74.001558972296,yes,both
1778635,win parkway,"6812 bay parkway, brooklyn, ny",brooklyn,chinese,7182328008,critical,40.611825991063,-73.983536733945,no,sidewalk
1778847,reservior,"70 university place, manhattan, ny",manhattan,american,2124750770,critical,40.73308022042,-73.99351957170201,yes,both
1778848,zhang's china palace,"3014 middletown road, bronx, ny",bronx,chinese,7188285888,critical,40.84404259501,-73.829762831934,yes,both
1778900,mcdonald's,"4012 national st, queens, ny",queens,hamburgers,7186720369,not critical,40.749321617094004,-73.862914002968,no,sidewalk
1779138,roccos,"162 7 avenue, manhattan, ny",manhattan,pizza,2126339555,critical,40.742000851027,-73.997181573069,no,both
1779344,tuscany steakhouse,"117 west   58 street, manhattan, ny",manhattan,steakhouse,7189182684,critical,40.765312662146,-73.977451881902,yes,both
1779581,ecuadorian food restaurant,"4120 34 avenue, queens, ny",queens,spanish,7187292889,critical,40.756177021511,-73.919832721814,no,both
1779582,niles restaurant,"371 7 avenue, manhattan, ny",manhattan,american,2126290210,critical,40.748799396186,-73.992204320299,yes,both
1779633,shun yuen chinese restaurant,"234 east  194 street, bronx, ny",bronx,chinese,7189333929,critical,40.865168310238,-73.89306939999099,yes,sidewalk
1779855,the dub pie shop,"211 prospect park west, brooklyn, ny",brooklyn,australian,9702162234,not critical,40.660537120674,-73.980244737044,yes,both
1779858,silver moon bakery,"2740 broadway, manhattan, ny",manhattan,bakery products/desserts,2128664717,critical,40.800574987859996,-73.967954965416,no,roadway
1780106,oso,"1616 amsterdam avenue, manhattan, ny",manhattan,mexican,6468583139,not applicable,40.82182941775999,-73.950106877862,yes,sidewalk
1780264,shabu tatsu,"216 east   10 street, manhattan, ny",manhattan,japanese,2124772972,not critical,40.729286245464,-73.985690473386,yes,sidewalk
1780407,mei mei chinese restaurant,"2831 grand concourse, bronx, ny",bronx,chinese,7183677977,not critical,40.869805381378,-73.891445693614,yes,both
1780629,the shanti shack,"85 north    3 street, brooklyn, ny",brooklyn,"juice, smoothies, fruit salads",9179693778,not critical,40.7171025004,-73.962573348709,yes,both
1780882,starbucks (store #50483),"2614 jackson ave, queens, ny",queens,coffee/tea,2126159700,critical,40.747305487015,-73.941826045575,no,both
1781132,dusk til dawn bar & lounge,"372 kosciuszko street, brooklyn, ny",brooklyn,american,9176504160,critical,40.692010748579996,-73.939159138238,yes,roadway
1781360,chipotle mexican grill,"1 metrotech ctr, brooklyn, ny",brooklyn,tex-mex,9172464060,critical,40.693456208081,-73.987227180799,yes,both
1781596,shawarma station,"2085 lexington avenue, manhattan, ny",manhattan,,3478039736,not applicable,40.804887914062,-73.937025528841,yes,both
1781810,guacamole,"768 amsterdam avenue, manhattan, ny",manhattan,spanish,9172658173,critical,40.795129851738,-73.969593666186,yes,both
1781811,ocafe,"482 avenue of the americas, manhattan, ny",manhattan,coffee/tea,2122292233,critical,40.735926704359,-73.997867429083,no,sidewalk
1781812,dig inn,"709 lexington avenue, manhattan, ny",manhattan,american,6469053166,critical,40.761207253748005,-73.968912523238,yes,sidewalk
1781971,dunkin,"610 utica avenue, brooklyn, ny",brooklyn,donuts,7186040470,not critical,40.658843824909,-73.931152079322,no,both
1782214,the strand smoke house,"2527 broadway, queens, ny",queens,barbecue,7184403231,not critical,40.7633079547,-73.92819546732,yes,both
1782215,the dish restaurant,"201 8 avenue, manhattan, ny",manhattan,american,2123529800,not critical,40.743598337127,-73.999725729062,yes,both
1782435,andaman thai bistro,"1843 1 avenue, manhattan, ny",manhattan,thai,2127225671,critical,40.782763870152,-73.945077308991,no,sidewalk
1782679,olmsted cafeteria,"117-02 roosevelt avenue, queens, ny",queens,american,7187601139,not critical,40.751868194741995,-73.849330620399,yes,both
1782885,go detox juice bar & grill,"8824 van wyck expy, queens, ny",queens,"juice, smoothies, fruit salads",3474444414,critical,40.702099150325,-73.81669218699899,no,roadway
1783089,beets cafe,"142 rockaway avenue, brooklyn, ny",brooklyn,coffee/tea,3478935050,critical,40.678449535312,-73.910888054537,no,sidewalk
1783259,beecher's handmade cheese,"900 broadway, manhattan, ny",manhattan,american,2124663340,critical,40.739101960026005,-73.989773273905,yes,both
1783260,la quinta inns and suites,"31 west   71 street, manhattan, ny",manhattan,american,2127219770,not critical,40.776179253853996,-73.977982557122,yes,both
1783512,kennedy fried chicken,"1316 5 avenue, manhattan, ny",manhattan,chicken,3472765530,not critical,40.797392395966,-73.948857537388,no,roadway
1783719,pu gui ren,"773 51 street, brooklyn, ny",brooklyn,chinese,3472234752,not critical,40.640891585131,-74.004846373916,yes,both
1783921,minetta lane theatre,"18 minetta lane, manhattan, ny",manhattan,bottled beverages,2128716834,not critical,40.730330142863004,-74.001176242818,yes,roadway
1784152,the butcher's daughter market,"166 elizabeth street, manhattan, ny",manhattan,"juice, smoothies, fruit salads",2122193434,critical,40.720849611119,-73.994870004788,yes,roadway
1784158,la cuca,"10211 43rd ave, queens, ny",queens,latin american,9175704000,critical,40.747262565028,-73.862514044714,no,both
1784159,j-petal,"4801 5 avenue, brooklyn, ny",brooklyn,frozen desserts,9179091862,not critical,40.646131102940004,-74.009232259316,no,sidewalk
1784381,african home restaurant,"57 east tremont avenue, bronx, ny",bronx,african,3475677708,critical,40.851150257271,-73.90812189636999,yes,both
1784629,fresco deli cafe,"3306 queens boulevard, queens, ny",queens,sandwiches,7184827400,not critical,40.744634626467,-73.931506974382,no,sidewalk
1784630,joe & sal's pizzeria,"842 franklin avenue, brooklyn, ny",brooklyn,pizza,7184848732,critical,40.669259698557,-73.958487232025,no,both
1784798,a & a nutrition,"13807 queens blvd, queens, ny",queens,"juice, smoothies, fruit salads",9175269696,not critical,40.708612497954,-73.818412749134,no,both
1784999,vetro,"16449 cross bay boulevard, queens, ny",queens,american,7188438387,critical,40.649974328747,-73.837586353412,no,sidewalk
1785004,the gaf,"401 west   48 street, manhattan, ny",manhattan,american,2123077536,critical,40.762416002018,-73.990285889175,yes,both
1785041,jupiter disco,"1237 flushing avenue, brooklyn, ny",brooklyn,american,9178552111,critical,40.708000639734,-73.923486958272,no,sidewalk
1785257,dirt candy,"86 allen street, manhattan, ny",manhattan,vegetarian,2122287732,not critical,40.718016770438,-73.990974191006,yes,both
1785258,& pizza,"15 west   28 street, manhattan, ny",manhattan,pizza,2127790185,critical,40.74514305044,-73.988382911821,no,roadway
1785259,ichiran times square,"152 west   49 street, manhattan, ny",manhattan,japanese,6466177087,not critical,40.759876158157,-73.98237376898001,yes,openstreets
1785468,jr gourmet deli & produce,"2045 bartow avenue, bronx, ny",bronx,sandwiches,7186710717,critical,40.869397519045,-73.829122776304,yes,roadway
1785694,chinese musician restaurant,"151 greenpoint avenue, brooklyn, ny",brooklyn,chinese,7183835340,not critical,40.730246712433,-73.953740518659,yes,roadway
1785860,beer authority,"300 west   40 street, manhattan, ny",manhattan,american,2125108415,critical,40.756116851237,-73.99115670300901,no,roadway
1786069,liberty restaurant,"12916 liberty avenue, queens, ny",queens,chinese,7183234285,not critical,40.689365145503004,-73.816081875288,yes,sidewalk
1786280,stillwell soccer sports,"1786 stillwell avenue, brooklyn, ny",brooklyn,coffee/tea,7187148283,not critical,40.602864645233005,-73.986437911625,yes,sidewalk
1786525,picasso pizzeria,"303 south end avenue, manhattan, ny",manhattan,pizza,2123212616,critical,40.71024826789,-74.01632535268,no,both
1786526,danny's szechuan garden restaurant,"15640 crossbay blvd, queens, ny",queens,chinese,7187386500,not critical,40.663458674014,-73.840945212218,no,sidewalk
1786734,la kuchara,"9507 31st ave, queens, ny",queens,latin american,7186077758,critical,40.760576068824,-73.873268797929,yes,both
1786759,ho mei restaurant,"103-05 37 avenue, queens, ny",queens,chinese,7187796903,not critical,40.753305911581,-73.864295375778,yes,both
1786981,indie lic,"4310 crescent st, queens, ny",queens,sandwiches/salads/mixed buffet,7184826954,critical,40.748700073288,-73.942315661536,yes,sidewalk
1787119,franklin 820,"820 franklin avenue, brooklyn, ny",brooklyn,american,7187084113,not critical,40.669874448693,-73.958266953656,yes,sidewalk
1787120,mr. nosh,"3323 avenue n, brooklyn, ny",brooklyn,jewish/kosher,7182531400,not critical,40.617554556943,-73.941961173165,no,sidewalk
1787337,twins pub,"421 9 avenue, manhattan, ny",manhattan,irish,2126431688,critical,40.753053988386995,-73.996556687381,yes,both
1787557,hong kong gourmet,"84-40 jamaica avenue, queens, ny",queens,chinese,7182961088,not critical,40.692470398775,-73.859385620178,no,both
1787767,angler,"nka laguardia terminal c, queens, ny",queens,seafood,3474525598,not applicable,40.770634157305004,-73.864776202926,yes,both
1787973,hop lee restaurant,"16 mott street, manhattan, ny",manhattan,chinese,2129626475,not critical,40.714144250393,-73.99873025600999,no,both
1788203,roberta's,"43 bogart street, brooklyn, ny",brooklyn,pizza,7184171118,not applicable,40.705025904601,-73.933228565237,yes,both
1788253,my sushi & japanese restaurant,"7920 eliot ave, queens, ny",queens,japanese,7184240988,critical,40.724835000339,-73.879538855681,yes,both
1788498,la cabana salvadorena,"3150 villa avenue, bronx, ny",bronx,latin american,7184676810,critical,40.875921988625,-73.887150660626,yes,both
1788640,dunkin baskin robbins,"1285 broadway, brooklyn, ny",brooklyn,donuts,3474350280,not critical,40.690931611284,-73.924563169485,no,sidewalk
1788844,cachapa cachapa 2,"1805 westchester avenue, bronx, ny",bronx,latin american,3478514242,not critical,40.831956166971004,-73.86608209534701,no,sidewalk
1788845,city perk,"15 penn plaza, manhattan, ny",manhattan,coffee/tea,6464572354,critical,40.750001538572995,-73.991327149224,yes,sidewalk
1789086,jai dee,"420 7 avenue, brooklyn, ny",brooklyn,thai,7188321611,critical,40.664034550084,-73.983970757504,no,both
1789309,pizza by certe,"132 east   56 street, manhattan, ny",manhattan,pizza,2128132020,critical,40.760384108887,-73.969974172858,yes,both
1789535,lucisous thai,"1099 1 avenue, manhattan, ny",manhattan,thai,2128131188,not critical,40.760384295198,-73.961415475914,yes,sidewalk
1789672,angel's bakery & deli,"9615 metropolitan ave, queens, ny",queens,sandwiches/salads/mixed buffet,7183212396,critical,40.711312162818,-73.856272488771,no,sidewalk
1789916,la dulce bakery,"6710 roosevelt avenue, queens, ny",queens,latin american,7182055399,critical,40.746152207537996,-73.897909518022,no,sidewalk
1789917,mcdonald's,"430 86 street, brooklyn, ny",brooklyn,hamburgers,7182387999,critical,40.62235008781,-74.027643645211,no,sidewalk
1789919,sunrise,"3320 broadway, queens, ny",queens,chinese,7189563223,not critical,40.761100918874,-73.923559286675,yes,both
1789969,crown shy,"70 pine street, manhattan, ny",manhattan,american,2125171932,not critical,40.706307668482,-74.007895288602,yes,sidewalk
1789970,atomic wings,"980 2 avenue, manhattan, ny",manhattan,chicken,6468337199,not critical,40.755978153557,-73.967702180513,yes,both
1790180,osteria al dodge,"142 west   44 street, manhattan, ny",manhattan,italian,2129443643,critical,40.756626652392995,-73.984367096463,yes,sidewalk
1790389,rockaway crown,"115-09 rockaway beach boulevard, queens, ny",queens,chinese,7183185102,critical,40.580016242635004,-73.83643954511999,no,sidewalk
1790545,the original american chicken & bakery intl two,"4012 queens blvd, queens, ny",queens,chicken,7184339660,critical,40.743768070971,-73.924041181628,yes,sidewalk
1790749,kennedy fried chicken,"4102 avenue d, brooklyn, ny",brooklyn,chicken,7182870745,not critical,40.641596707994,-73.937854048596,no,roadway
1790973,john hughes knights of columbus club,"1305 86 street, brooklyn, ny",brooklyn,american,7182598840,not critical,40.613816347354,-74.013506693381,no,both
1791198,the ranch restaurant & bar,"13401 liberty avenue, queens, ny",queens,caribbean,7182062333,critical,40.691440043507,-73.81259633759599,yes,both
1791378,john's donut & coffee shop,"481 myrtle avenue, brooklyn, ny",brooklyn,american,7186380412,critical,40.693421701929005,-73.966055763049,no,sidewalk
1791380,yummy lu,"4010 union st, queens, ny",queens,chinese,6468674542,critical,40.760157916718,-73.826397198116,no,both
1791612,dunkin,"1776 forest avenue, staten island, ny",staten island,donuts,7186988240,critical,40.625019032467,-74.148011541566,no,both
1791633,tacos san lucas,"1320a jerome avenue, bronx, ny",bronx,tex-mex,7184843198,critical,40.838494168456,-73.918916382674,no,roadway
1791634,new empire kitchen,"1702 utopia parkway, queens, ny",queens,chinese,7183522228,not critical,40.782420036137,-73.794432586857,yes,sidewalk
1791851,al nar cafe,"27121 union tpke, queens, ny",queens,middle eastern,3473231045,not critical,40.75191415916,-73.70272826578,yes,sidewalk
1792068,glorietta baldy,"502 franklin avenue, brooklyn, ny",brooklyn,american,3475291944,critical,40.681494889260996,-73.955753862344,yes,both
1792069,cibao,"172 smith street, brooklyn, ny",brooklyn,spanish,7185961501,critical,40.685793166717,-73.991104768554,no,both
1792114,clinton hall,"90 washington street, manhattan, ny",manhattan,american,2123636000,critical,40.708074662389,-74.014445624657,yes,roadway
1792115,national restaurant & coffee shop,"6-8 bedford park boulevard, bronx, ny",bronx,american,7183655515,not critical,40.873206686328004,-73.889183802441,no,both
1792116,paulette & danny jamaican rest.,"2119 grand concourse, bronx, ny",bronx,caribbean,7187086729,critical,40.854482757024,-73.90195392203499,no,sidewalk
1792117,napoli pizza,"2274 nostrand avenue, brooklyn, ny",brooklyn,pizza,7183380328,not critical,40.629472277817996,-73.947365527651,no,sidewalk
1792118,the factory,"779 wyckoff avenue, queens, ny",queens,american,7182070802,not critical,40.698564766885,-73.909324745125,yes,both
1792266,el burrito nacho ii,"747 flushing avenue, brooklyn, ny",brooklyn,mexican,9292502087,not critical,40.700620236678,-73.94281184175101,no,sidewalk
1792468,main noodle house,"1011 6 avenue, manhattan, ny",manhattan,chinese,2128690888,not critical,40.752048622066,-73.986151163096,yes,sidewalk
1792672,double down saloon,"14 avenue a, manhattan, ny",manhattan,american,2129820543,not critical,40.722701584226996,-73.985958861879,yes,sidewalk
1792936,david's restaurant,"539 kings highway, brooklyn, ny",brooklyn,jewish/kosher,7189988600,critical,40.60450825027,-73.969471942061,no,sidewalk
1792937,subway,"612 forest avenue, staten island, ny",staten island,sandwiches,7189810251,critical,40.629972675596,-74.109578541038,no,both
1792958,margherita,"197 grand street, manhattan, ny",manhattan,italian,2122268391,critical,40.71917263081,-73.996893942116,yes,both
1792959,pimento jamaican cuisine,"13742 guy brewer blvd, queens, ny",queens,caribbean,7182762484,critical,40.671630689064,-73.774367864914,no,sidewalk
1793166,melany restaurant,"785 flatbush avenue, brooklyn, ny",brooklyn,latin american,7182820499,critical,40.653472066540004,-73.959423304829,yes,sidewalk
1793331,salsa zone,"370 east  146 street, bronx, ny",bronx,american,6465296468,critical,40.814459195977,-73.91995733092399,no,both
1793533,play sports bar,"2 sneden avenue, staten island, ny",staten island,american,7189843700,not critical,40.540512101004,-74.177163916824,yes,both
1793673,burger king,"2848 church avenue, brooklyn, ny",brooklyn,hamburgers,7182271100,not critical,40.650729396231,-73.950797516055,no,sidewalk
1793908,kennedy fried chicken & pizza,"2843 grand concourse, bronx, ny",bronx,chicken,7184503959,critical,40.869983586824006,-73.89123207430299,yes,sidewalk
1794118,green streets salads,"67 irving avenue, brooklyn, ny",brooklyn,sandwiches/salads/mixed buffet,3474057956,critical,40.704462932019,-73.923941872195,no,both
1794119,divino's,"16402 crossbay blvd, queens, ny",queens,italian,7187382005,critical,40.650529003163,-73.837747168067,yes,sidewalk
1794285,cagen,"414 east    9 street, manhattan, ny",manhattan,japanese,2123588800,critical,40.727834051381,-73.984074415326,yes,roadway
1794344,osteria 106,"53 west  106 street, manhattan, ny",manhattan,italian,6468337614,not critical,40.798838459462,-73.961905981494,yes,both
1794487,otafuku,"220 east    9 street, manhattan, ny",manhattan,japanese,6469983438,critical,40.729657092640004,-73.988378405788,yes,roadway
1794498,ginza sushi,"2809 ocean avenue, brooklyn, ny",brooklyn,japanese,7187696028,not critical,40.593102392,-73.950210025286,yes,sidewalk
1794499,buttercup bake shop,"61 east    8 street, manhattan, ny",manhattan,bakery products/desserts,6466109258,not critical,40.730996934733,-73.993361016789,no,sidewalk
1794648,new lin's garden ny,"765 concourse village west, bronx, ny",bronx,chinese,7185858386,critical,40.823793389727,-73.922977530845,no,sidewalk
1794886,iva's sweet parlour,"892 wyckoff avenue, brooklyn, ny",brooklyn,coffee/tea,3473693969,not critical,40.697069517057,-73.906715824036,yes,both
1795117,automatic slims,"733 washington street, manhattan, ny",manhattan,american,2126458660,critical,40.736299712402,-74.00829217514901,yes,both
1795118,mcdonald's,"9067 sutphin boulevard, queens, ny",queens,hamburgers,7182628844,not critical,40.701667563758,-73.807907803279,no,sidewalk
1795319,bk lobster prospect heights,"643 vanderbilt avenue, brooklyn, ny",brooklyn,seafood,9292554520,critical,40.677848625501,-73.968778478385,yes,sidewalk
1795320,bambu,"124b hester st, manhattan, ny",manhattan,coffee/tea,6466711505,critical,40.717048101701,-73.994736825267,yes,both
1795521,new oriental house,"565 east  184 street, bronx, ny",bronx,chinese,7185638888,critical,40.854507849618,-73.890241700723,no,sidewalk
1795694,soup junkies,"8717a lefferts blvd, queens, ny",queens,caribbean,7185770094,not critical,40.699576237864,-73.830670512127,yes,both
1795907,sapphire indian restaurant,"435 dekalb avenue, brooklyn, ny",brooklyn,indian,7186845777,not critical,40.690367599649,-73.960111134879,yes,both
1796122,the bakery on bergen,"740 bergen street, brooklyn, ny",brooklyn,bakery products/desserts,9175196549,not critical,40.678569174,-73.964235467004,no,both
1796123,la crosta restaurant,"436 east   72 street, manhattan, ny",manhattan,pizza,2124725004,critical,40.767403084871,-73.955090067787,no,sidewalk
1796296,fruit and vegetables anayelys boutique,"613 crescent avenue, bronx, ny",bronx,spanish,3475975322,critical,40.853687680321,-73.887922340273,yes,both
1796518,the richmond,"695 bay street, staten island, ny",staten island,american,7184898805,not critical,40.625035403407004,-74.074724439986,yes,both
1796519,franklin pizza,"109 franklin street, brooklyn, ny",brooklyn,pizza,7183492472,not critical,40.729693752512,-73.95757628525699,yes,sidewalk
1796747,wall street grill,"128 pearl street, manhattan, ny",manhattan,jewish/kosher,2126355757,critical,40.704948949441,-74.008692213896,yes,both
1796954,miznon uws,"161 west   72 street, manhattan, ny",manhattan,mediterranean,6464905871,not critical,40.778191636366,-73.980632150504,no,roadway
1796963,bay house asian bistro,"4e willow ave, staten island, ny",staten island,,7185560480,not applicable,40.619302182788,-74.069350892912,yes,sidewalk
1797197,cafe bilboquet,"26 east   60 street, manhattan, ny",manhattan,french,2127513036,critical,40.764062254344,-73.970629517633,yes,both
1797198,golden krust caribbean bakery & grill,"22324 s conduit ave, queens, ny",queens,caribbean,7183411600,critical,40.665463296305,-73.754412127712,no,sidewalk
1797465,bowlero,"6910 34 avenue, queens, ny",queens,american,7186510440,critical,40.752475199788,-73.89685669878101,yes,both
1797678,prima pizza,"22270 braddock ave, queens, ny",queens,pizza,7187406546,not critical,40.728414771005,-73.735828855036,no,both
1797930,dazies restaurant,"3941 queens boulevard, queens, ny",queens,italian,7187867013,critical,40.743883909288,-73.924889127627,yes,sidewalk
1797931,matt torreys,"301 ainslie street, brooklyn, ny",brooklyn,irish,7182187646,critical,40.713327927504004,-73.94162495486201,yes,both
1798157,greenberg's bagels 2 llc,"1065 bedford avenue, brooklyn, ny",brooklyn,bagels/pretzels,3478600455,not critical,40.687461624103996,-73.954715029331,no,roadway
1798158,mcdonald's,"18125 hillside ave, queens, ny",queens,hamburgers,7185230109,critical,40.713203299046,-73.781527542626,no,sidewalk
1798402,king souvlaki,"84-02 3rd ave, brooklyn, ny",brooklyn,greek,7183335016,not critical,40.683889919199,-73.981680025827,yes,both
1798569,tacos y quesadillas mexico,"10440 corona ave, queens, ny",queens,tex-mex,7182714260,critical,40.743890908308,-73.85713301829,no,sidewalk
1798771,shahi darbar,"7224 broadway, queens, ny",queens,bangladeshi,2124775373,not critical,40.74749848964,-73.893356444003,no,both
1798772,el gran castillo de jagua restaurant,"355 flatbush avenue, brooklyn, ny",brooklyn,latin american,7186228700,not critical,40.676886098916,-73.972236321783,yes,sidewalk
1798943,up and down,"244 west   14 street, manhattan, ny",manhattan,american,2122424411,critical,40.739094177137,-74.00100679472101,yes,both
1799187,the taco place,"9403a 63rd dr, queens, ny",queens,tex-mex,7188963468,critical,40.728760912715,-73.863201808415,yes,sidewalk
1799393,mexican diner,"902 cortelyou road, brooklyn, ny",brooklyn,mexican,3473974823,critical,40.638900440467,-73.969632701351,yes,sidewalk
1799503,indigo murphy's,"7102 fort hamilton parkway, brooklyn, ny",brooklyn,american,7189211013,not critical,40.627650038268,-74.013693233034,yes,both
1799504,shahi grill & gyro,"9181 111th st, queens, ny",queens,indian,7184873648,not critical,40.692811424306996,-73.83516650397199,yes,both
1799718,"intercontinental new york times square, todd english the stinger","306 west   44 street, manhattan, ny",manhattan,french,2128034563,critical,40.758748925949,-73.989394841952,yes,openstreets
1799953,la boite,"724 11 avenue, manhattan, ny",manhattan,american,2122474407,not critical,40.766698078761,-73.994018089737,yes,both
1800174,parkchester fish & chips,"1884 archer street, bronx, ny",bronx,seafood,7188282535,not critical,40.837867900261,-73.863377744956,yes,sidewalk
1800384,yonah shimmels knishes,"137 east houston street, manhattan, ny",manhattan,eastern european,2124772858,not critical,40.723347032954,-73.99005710359499,yes,roadway
1800588,guantanamera,"11080 queens blvd, queens, ny",queens,spanish,3473030679,critical,40.71895177497,-73.838398855268,yes,both
1800589,jimmy's pizza,"905 white plains road, bronx, ny",bronx,pizza,7182394333,not critical,40.824451688791,-73.858910533187,no,both
1800751,hook and reel,"1756 forest avenue, staten island, ny",staten island,seafood,9178300159,not critical,40.624967597284005,-74.147456658364,yes,sidewalk
1800888,safir bakery & cafe,"1803 kings highway, brooklyn, ny",brooklyn,coffee/tea,6464724821,critical,40.610009679474004,-73.95541245355699,yes,sidewalk
1800940,san jose tulcingo deli,"109 east  153 street, bronx, ny",bronx,mexican,9176319253,critical,40.823925670663,-73.92803224765099,no,both
1800990,awang kitchen,"8405 queens blvd, queens, ny",queens,indonesian,3474929264,critical,40.737125739845,-73.879224262658,yes,both
1801194,blue note jazz,"131 west    3 street, manhattan, ny",manhattan,american,2124750049,critical,40.730763819064,-74.000793788682,yes,both
1801430,tropic deli & grill,"205 court street, brooklyn, ny",brooklyn,sandwiches,7186242532,not critical,40.687061420038,-73.993621416758,yes,sidewalk
1801672,speedy romeo,"63 clinton street, manhattan, ny",manhattan,pizza,2125296300,critical,40.719454388342,-73.984888116429,yes,both
1801673,nostrand donut shop,"1449 nostrand avenue, brooklyn, ny",brooklyn,donuts,7188263008,not critical,40.650975896813996,-73.94957924940199,yes,sidewalk
1801842,little rabbit chinese restaurant,"22011 linden blvd, queens, ny",queens,chinese,7187234670,critical,40.695077822283004,-73.739942706523,yes,both
1802057,mimmos brick oven pizza,"3959 amboy road, staten island, ny",staten island,pizza,7189676560,critical,40.550898817094996,-74.150009350446,no,sidewalk
1802063,sushi ave x,"241 avenue x, brooklyn, ny",brooklyn,japanese,7183759757,critical,40.590145875645,-73.973907152458,yes,both
1802286,spice,"435 amsterdam avenue, manhattan, ny",manhattan,thai,2123625861,critical,40.784270691381,-73.977488769537,yes,sidewalk
1802336,resobox,"4126 27 street, queens, ny",queens,japanese,7187843680,not critical,40.75141003094,-73.938714879837,yes,both
1802556,new golden restaurant,"1483 flatbush avenue, brooklyn, ny",brooklyn,chinese,7184346377,not critical,40.634287449334,-73.949184779873,yes,sidewalk
1802810,docks restaurant,"633 3 avenue, manhattan, ny",manhattan,seafood,2129868080,critical,40.749903089401,-73.97506062810001,yes,sidewalk
1802811,dunkin,"1416 st nicholas avenue, manhattan, ny",manhattan,donuts,2129281900,critical,40.849109406792,-73.933867737051,no,sidewalk
1802812,city island seafood shack,"2049 williamsbridge road, bronx, ny",bronx,seafood,9293713252,not critical,40.854798005827,-73.854880377759,yes,sidewalk
1802848,colombia fama bakery,"6017 roosevelt avenue, queens, ny",queens,bakery products/desserts,3472394913,not critical,40.745509844748995,-73.904172007346,no,both
1802997,no.1 calle 191 pescaderia,"1609 saint nicholas avenue, manhattan, ny",manhattan,seafood,6462493074,not critical,40.855205567018,-73.929433389594,yes,roadway
1802998,once upon a tart,"135 sullivan street, manhattan, ny",manhattan,coffee/tea,2123878869,not critical,40.726745465222,-74.002121452239,no,both
1803216,tba,"395 wythe avenue, brooklyn, ny",brooklyn,american,3475294429,not critical,40.711125620758,-73.96654448749001,yes,both
1803340,deja vu lounge & bar,"18025 linden boulevard, queens, ny",queens,american,6462563483,critical,40.692144768472,-73.765935758636,yes,both
1803578,irie corner dumplin shop,"3435 baychester avenue, bronx, ny",bronx,caribbean,7186537776,critical,40.880238583575,-73.838178901316,yes,both
1803812,new hong kong restaurant i,"1838 east tremont avenue, bronx, ny",bronx,chinese,7182396998,not critical,40.840542187967,-73.86648759588701,no,sidewalk
1804043,zef cafe,"70-74 bowery, manhattan, ny",manhattan,american,2129414754,critical,40.716521153369,-73.995891221082,no,sidewalk
1804264,krok,"117 columbia street, brooklyn, ny",brooklyn,thai,7188588898,not critical,40.687440366166,-74.001525243698,yes,both
1804265,angela's bakery,"717 knickerbocker avenue, brooklyn, ny",brooklyn,bakery products/desserts,7184180095,critical,40.694113347868,-73.910091718149,no,roadway
1804474,rinconsito restaurant,"3782 103rd st, queens, ny",queens,,5164505097,not applicable,40.752729380263,-73.86418466559499,yes,both
1804707,good century cafe,"243 grand street, manhattan, ny",manhattan,chinese,2123341313,not critical,40.718313424232996,-73.994408446669,yes,both
1804931,lao jie hot pot,"811 53 street, brooklyn, ny",brooklyn,chinese,7184310026,critical,40.639178833592,-74.005026407001,yes,both
1805138,chinar restaurant,"2775 coney island avenue, brooklyn, ny",brooklyn,russian,7183682955,critical,40.588904122216,-73.960463610326,no,both
1805142,song's dumpling cafe,"10206 metropolitan ave, queens, ny",queens,chinese,3472727551,critical,40.710426759906994,-73.850734006601,no,sidewalk
1805143,me-do desserts,"3 bay   25 street, brooklyn, ny",brooklyn,frozen desserts,6467522646,not critical,40.603864529619,-73.99779963873,no,sidewalk
