,qualify_alcohol,seating_interest,address,id
494,yes,sidewalk,"68 2nd avenue, manhattan, ny",494
495,yes,both,"173 east 99th street, manhattan, ny",495
496,yes,both,"10 east 33rd street, manhattan, ny",496
497,yes,sidewalk,"1234 1234, brooklyn, ny",497
498,yes,both,"35 ingraham , brooklyn, ny",498
499,yes,roadway,"4004 69th st, queens, ny",499
500,yes,both,"116 e 60th street, manhattan, ny",500
501,yes,both,"89 wyckoff avenue, brooklyn, ny",501
502,yes,sidewalk,"144 decatur street, brooklyn, ny",502
503,yes,sidewalk,"1589 first avenue, manhattan, ny",503
504,yes,sidewalk,"159 greenpoint ave, brooklyn, ny",504
505,yes,both,"665 10th , manhattan, ny",505
506,yes,both,"3 greenwich ave, manhattan, ny",506
507,yes,both,"1808 hone ave, bronx, ny",507
508,yes,sidewalk,"6320 woodhaven blvd , queens, ny",508
509,yes,both,"95-08 35th ave, queens, ny",509
510,no,sidewalk,"2083 lexingto avenue, manhattan, ny",510
511,yes,both,"520 court street, brooklyn, ny",511
512,yes,both,"3804  38-04 broadway, queens, ny",512
513,yes,sidewalk,"1698  2nd avenue , manhattan, ny",513
514,yes,both,"828 9th avenue, manhattan, ny",514
515,yes,both,"200 west 55th street, manhattan, ny",515
516,no,sidewalk,"49-10 queens blvd., queens, ny",516
517,yes,both,"97 macdougal st, manhattan, ny",517
518,yes,sidewalk,"1762  crosby ave , bronx, ny",518
519,yes,both,"5 w. 8th street, manhattan, ny",519
520,yes,both,"85 pearl street, manhattan, ny",520
521,yes,both,"161  ludlow street , manhattan, ny",521
522,yes,both,"975  morris park av, bronx, ny",522
523,yes,sidewalk,"505 east 12th street, manhattan, ny",523
524,yes,sidewalk,"81-04  37th avenue, queens, ny",524
525,no,sidewalk,"340 340 livingston street, brooklyn, ny",525
526,no,sidewalk,"340 340 livingston street, brooklyn, ny",526
527,no,both,"101  macdougal, manhattan, ny",527
528,yes,both,"15 west 46th st, manhattan, ny",528
529,no,sidewalk,"115 23rd street, manhattan, ny",529
530,no,sidewalk,"114 28th street, manhattan, ny",530
531,yes,both,"5700 riverdale ave, bronx, ny",531
532,yes,sidewalk,"231  e 9th steet , manhattan, ny",532
533,yes,both,"79 clinton street, manhattan, ny",533
534,yes,both,"22 east 54th st , manhattan, ny",534
535,yes,both,"103 avenue b, manhattan, ny",535
536,yes,sidewalk,"533 kings highway, brooklyn, ny",536
537,yes,sidewalk,"349 east 12th street, manhattan, ny",537
538,yes,both,"197 east 3rd street, manhattan, ny",538
539,no,sidewalk,"347 bowery, manhattan, ny",539
540,no,roadway,"48w. 27th street, manhattan, ny",540
541,yes,both,"46 bedford street, manhattan, ny",541
542,no,sidewalk,"59 54th st, manhattan, ny",542
543,yes,sidewalk,"2581 broadway , manhattan, ny",543
544,yes,both,"129 atlantic avenue, brooklyn, ny",544
545,yes,both,"222 e 53th, manhattan, ny",545
546,yes,roadway,"9715  3rd ave , brooklyn, ny",546
547,yes,both,"142 mercer street, manhattan, ny",547
548,yes,both,"54 thompson street, manhattan, ny",548
549,yes,both,"107-18  70th rd, queens, ny",549
550,yes,sidewalk,"675 hudson street, manhattan, ny",550
551,no,sidewalk,"340 lafayette street, manhattan, ny",551
552,yes,roadway,"71  n. moore, manhattan, ny",552
553,yes,sidewalk,"694 manhattan avenue , brooklyn, ny",553
554,no,sidewalk,"4 allen , manhattan, ny",554
555,yes,sidewalk,"215 court st, brooklyn, ny",555
556,yes,both,"330 7th ave, manhattan, ny",556
557,no,both,"34 lexington ave, manhattan, ny",557
558,yes,both,"239 239 west broadway, manhattan, ny",558
559,no,both,"606 east  187 street, bronx, ny",559
560,yes,both,"9101 astoria blvd, queens, ny",560
561,yes,roadway,"450 10th ave, manhattan, ny",561
562,no,sidewalk,"141 front street, brooklyn, ny",562
563,yes,sidewalk,"108-26  ascan ave, queens, ny",563
564,yes,sidewalk,"229  court street , brooklyn, ny",564
565,yes,sidewalk,"127  pearl street, manhattan, ny",565
566,yes,both,"98 berry street, brooklyn, ny",566
567,yes,both,"10 hope, brooklyn, ny",567
568,yes,sidewalk,"25 cooper square, manhattan, ny",568
569,no,sidewalk,"683 9ht 9th btw 47th & 48th street, manhattan, ny",569
570,yes,both,"650  10th ave, manhattan, ny",570
571,yes,both,"74 bleecker st, manhattan, ny",571
572,no,both,"384 384 broome st, manhattan, ny",572
573,yes,sidewalk,"210 west 10th street, manhattan, ny",573
574,yes,both,"226 thompson st., manhattan, ny",574
575,yes,sidewalk,"43  west 26th , manhattan, ny",575
576,yes,sidewalk,"462 36th street, brooklyn, ny",576
577,no,both,"226  bleecker st, manhattan, ny",577
578,yes,both,"112 stanton, manhattan, ny",578
579,no,roadway,"358 west 44, manhattan, ny",579
580,no,sidewalk,"556 columbus , manhattan, ny",580
581,yes,both,"232 53rd street , manhattan, ny",581
582,yes,sidewalk,"105 norman avenue, brooklyn, ny",582
583,yes,sidewalk,"1524 myrtle avenue, brooklyn, ny",583
584,yes,sidewalk,"32-12  65th street , queens, ny",584
585,yes,both,"7902 fifth avenue, brooklyn, ny",585
586,no,sidewalk,"43-58  162 street, queens, ny",586
587,yes,sidewalk,"1140 broadway, manhattan, ny",587
588,yes,sidewalk,"325 broadway, manhattan, ny",588
589,yes,sidewalk,"53 72nd street, manhattan, ny",589
590,yes,both,"1657  8th avenue, brooklyn, ny",590
591,no,sidewalk,"57-25  roosevelt avenue, queens, ny",591
592,yes,sidewalk,"27 1/2  morton street, manhattan, ny",592
593,yes,both,"522 columbus ave, manhattan, ny",593
594,yes,both,"62 5th avenue, brooklyn, ny",594
595,yes,both,"31  26, manhattan, ny",595
596,yes,sidewalk,"306 east 81st street, manhattan, ny",596
597,no,openstreets,"4620 5th , brooklyn, ny",597
598,yes,both,"406 e 9th, manhattan, ny",598
599,yes,sidewalk,"1299  second ave, manhattan, ny",599
600,yes,sidewalk,"207-01 northern boulevard, queens, ny",600
601,no,sidewalk,"560  ralph, brooklyn, ny",601
602,no,both,"358 west 44th, manhattan, ny",602
603,no,both,"560 ralph , brooklyn, ny",603
604,no,both,"560 ralph, brooklyn, ny",604
605,yes,both,"174 mulberry street, manhattan, ny",605
606,yes,roadway,"147 west 24th street, manhattan, ny",606
607,no,both,"560 ralph, brooklyn, ny",607
608,yes,sidewalk,"221 221 e 58th st, manhattan, ny",608
609,yes,both,"34-07 30th avenue, queens, ny",609
610,yes,sidewalk,"189-25 union tpke, queens, ny",610
611,yes,sidewalk,"251 east 110th street, manhattan, ny",611
612,yes,sidewalk,"77 saint marks place, manhattan, ny",612
613,no,both,"2937  broadway, manhattan, ny",613
614,no,sidewalk,"162 56th street , manhattan, ny",614
615,no,sidewalk,"475 lexington, manhattan, ny",615
616,yes,roadway,"984 2 avenue, manhattan, ny",616
617,yes,both,"53 west 19th street, manhattan, ny",617
618,yes,sidewalk,"99  rogers ave, brooklyn, ny",618
619,yes,both,"88 broad street, manhattan, ny",619
620,yes,both,"1074 1st avenue, manhattan, ny",620
621,no,sidewalk,"1050 6 avenue, manhattan, ny",621
622,no,both,"387 van duzer street, staten island, ny",622
623,yes,openstreets,"65 west   36 street, manhattan, ny",623
624,yes,both,"2024 mcdonald ave., brooklyn, ny",624
625,yes,roadway,"1024851 54th, manhattan, ny",625
626,yes,both,"3612  broadway, manhattan, ny",626
627,yes,roadway,"264 bleecker st, manhattan, ny",627
628,yes,both,"74-02  eliot ave, queens, ny",628
629,yes,both,"138-13 queens blvd, queens, ny",629
630,yes,roadway,"201 west 83rd street, manhattan, ny",630
631,yes,sidewalk,"2280 adam clayton powell jr blvd, manhattan, ny",631
632,yes,both,"212 w 79th st., manhattan, ny",632
633,no,sidewalk,"43  east 34, manhattan, ny",633
634,yes,both,"53 spring street, manhattan, ny",634
635,yes,both,"290 8th avenue, manhattan, ny",635
636,yes,sidewalk,"71-08 myrtle avenue, queens, ny",636
637,yes,both,"4179 broadway, manhattan, ny",637
638,yes,both,"710 nostrand avenue, brooklyn, ny",638
639,yes,both,"131  orchard st, manhattan, ny",639
640,yes,both,"9 east first street, manhattan, ny",640
641,yes,both,"32-20 broadway, queens, ny",641
642,yes,both,"65  w 36th st., manhattan, ny",642
643,yes,both,"268 clinton street, brooklyn, ny",643
644,yes,sidewalk,"29  east 29th st, manhattan, ny",644
645,yes,both,"1095 bergen street, brooklyn, ny",645
646,yes,both,"41-06 41-06 greenpoint ave, queens, ny",646
647,no,both,"7426  jamaica ave, queens, ny",647
648,yes,sidewalk,"40-11  150st, queens, ny",648
649,yes,both,"143 perry street, manhattan, ny",649
650,yes,both,"29-11 23rd street, queens, ny",650
651,yes,sidewalk,"7517 -19 amboy roaf, staten island, ny",651
652,yes,both,"206  79, manhattan, ny",652
653,yes,sidewalk,"51-53 christopher, manhattan, ny",653
654,yes,roadway,"3501 ditmara, queens, ny",654
655,yes,sidewalk,"454  myrtle ave, brooklyn, ny",655
656,yes,both,"2257 1st avenue , manhattan, ny",656
657,yes,both,"2431 jerome avenue, bronx, ny",657
658,yes,both,"38 west 39th street, manhattan, ny",658
659,yes,both,"28 west 8th st., manhattan, ny",659
660,no,both,"44-01 30 avenue, queens, ny",660
661,yes,both,"151 8th ave, manhattan, ny",661
662,yes,both,"33-15 33-15 ditmars boulevard, queens, ny",662
663,yes,both,"129 allen st, manhattan, ny",663
664,yes,both,"372 graham ave, brooklyn, ny",664
665,yes,roadway,"129-131 macdougal, manhattan, ny",665
666,yes,both,"1841 hobart avenue, bronx, ny",666
667,yes,both,"227  centre street , manhattan, ny",667
668,yes,both,"455  myrtle ave, brooklyn, ny",668
669,no,both,"13344 37th ave, queens, ny",669
670,yes,both,"112 lincoln ave, bronx, ny",670
671,no,sidewalk,"145 17 street, manhattan, ny",671
672,yes,both,"3628 broadway, manhattan, ny",672
673,yes,both,"29-12-14  23rd avenue, queens, ny",673
674,yes,both,"119  23 street , manhattan, ny",674
675,yes,both,"61-04 woodside avenue, queens, ny",675
676,yes,roadway,"9224 third avenue, brooklyn, ny",676
677,yes,sidewalk,"229 w. 43rd street, manhattan, ny",677
678,yes,both,"1701  foster corp, brooklyn, ny",678
679,yes,both,"96 orchard, manhattan, ny",679
680,yes,both,"167  33, manhattan, ny",680
681,yes,both,"98-102 queens blvd, queens, ny",681
682,yes,sidewalk,"101 rivington, manhattan, ny",682
683,no,sidewalk,"10  10 downing street, manhattan, ny",683
684,no,both,"13323 rockaway blvd, queens, ny",684
685,yes,sidewalk,"857  9th ave, manhattan, ny",685
686,yes,both,"1166  first avenue, manhattan, ny",686
687,yes,both,"7518  5th ave, brooklyn, ny",687
688,yes,both,"783 8th avenue, manhattan, ny",688
689,yes,both,"41-07  99th street, queens, ny",689
690,yes,sidewalk,"2428  jackson ave., queens, ny",690
691,no,both,"1909 1909 coney island ave, brooklyn, ny",691
692,yes,sidewalk,"7318  northern blvd, queens, ny",692
693,yes,both,"182 2nd ave, manhattan, ny",693
694,yes,both,"372  lafayette st. , manhattan, ny",694
695,yes,both,"16 bank street, manhattan, ny",695
696,yes,both,"6406 11 th ave , brooklyn, ny",696
697,yes,both,"521 court, brooklyn, ny",697
698,yes,sidewalk,"111  front street, brooklyn, ny",698
699,yes,sidewalk,"1838 1838 7th ave new york, ny 10026, manhattan, ny",699
700,yes,sidewalk,"946948 1st avenue, manhattan, ny",700
701,no,sidewalk,"125 chambers st., manhattan, ny",701
702,yes,both,"155 grand street, manhattan, ny",702
703,yes,both,"367 metropolitan ave., brooklyn, ny",703
704,yes,sidewalk,"2126  2nd avenue , manhattan, ny",704
705,yes,roadway,"3105  34th street, queens, ny",705
706,yes,roadway,"114/116  christopher street, manhattan, ny",706
707,yes,both,"6956 grand avenuee, queens, ny",707
708,yes,sidewalk,"3625 kingsbridge ave, bronx, ny",708
709,yes,both,"317  west 46th street, manhattan, ny",709
710,yes,roadway,"2  east 90th street, manhattan, ny",710
711,yes,roadway,"68 greenpoint, brooklyn, ny",711
712,yes,both,"125 55th street, manhattan, ny",712
713,yes,both,"1185 broadway, brooklyn, ny",713
714,yes,sidewalk,"178  broadway, brooklyn, ny",714
715,yes,both,"11 avenue of the americas , manhattan, ny",715
716,yes,both,"500 west 42, manhattan, ny",716
717,yes,roadway,"95 avenue a, manhattan, ny",717
718,no,sidewalk,"347 bowery, manhattan, ny",718
719,no,both,"401 50th, manhattan, ny",719
720,yes,both,"521  hicks, brooklyn, ny",720
721,yes,roadway,"143 east 47th , manhattan, ny",721
722,yes,sidewalk,"968 avenue of the americas, manhattan, ny",722
723,yes,both,"6 stone street, manhattan, ny",723
724,yes,both,"110 east 7th street, manhattan, ny",724
725,yes,both,"932 8th ave, manhattan, ny",725
726,yes,sidewalk,"14  1st avenie, manhattan, ny",726
727,yes,both,"47 12 street, manhattan, ny",727
728,yes,both,"2164 frederick douglass boulevard, manhattan, ny",728
729,yes,sidewalk,"760 dean street, brooklyn, ny",729
730,yes,sidewalk,"5501 e55th street, brooklyn, ny",730
731,yes,both,"146  east 55th st , manhattan, ny",731
732,no,both,"160 berry, brooklyn, ny",732
733,no,roadway,"13531 40road, queens, ny",733
734,yes,roadway,"35 west 32nd street, manhattan, ny",734
735,yes,sidewalk,"1544 dekalb, brooklyn, ny",735
736,yes,both,"2315 broadway, manhattan, ny",736
737,yes,both,"105 canal street, manhattan, ny",737
738,no,both,"4227 broadway, manhattan, ny",738
739,yes,both,"136 136 alexander ave, bronx, ny",739
740,yes,both,"649 east 9th street, manhattan, ny",740
741,no,both,"2390  arthur, bronx, ny",741
742,yes,sidewalk,"131 2nd ave, manhattan, ny",742
743,yes,sidewalk,"98-01 jamaica ave, queens, ny",743
744,yes,sidewalk,"653  melrose ave , bronx, ny",744
745,yes,sidewalk,"800 washington, manhattan, ny",745
746,yes,both,"367 third avenue, manhattan, ny",746
747,yes,sidewalk,"140 schemerhorn, brooklyn, ny",747
748,yes,both,"150e 50 street, manhattan, ny",748
749,yes,both,"7620 jamaica avenue, queens, ny",749
750,yes,sidewalk,"110 forsyth street, manhattan, ny",750
751,yes,both,"163 elizabeth , manhattan, ny",751
752,yes,both,"83-12a 37th avenue, queens, ny",752
753,yes,sidewalk,"827 west 181st street, manhattan, ny",753
754,yes,both,"190 dean, brooklyn, ny",754
755,no,both,"8 e 41st, manhattan, ny",755
756,no,both,"1210  llewellyn, staten island, ny",756
757,no,sidewalk,"161 west 161 west 231 st , bronx, ny",757
758,yes,sidewalk,"231 sullivan st., manhattan, ny",758
759,yes,sidewalk,"9202 corona avenue, queens, ny",759
760,yes,both,"231 court, brooklyn, ny",760
761,yes,both,"450 amsterdam ave, manhattan, ny",761
762,yes,roadway,"126 west 13th street2, manhattan, ny",762
763,no,roadway,"81 cedar street, brooklyn, ny",763
764,yes,sidewalk,"60-15a  woodside avenue, queens, ny",764
765,yes,both,"18 spring street , manhattan, ny",765
766,yes,both,"1022 cortelyou road, brooklyn, ny",766
767,yes,sidewalk,"144  union street, brooklyn, ny",767
768,yes,sidewalk,"421  malcolm x blvd , manhattan, ny",768
769,yes,both,"25-33 steinway st., queens, ny",769
770,yes,sidewalk,"98 kenmare , manhattan, ny",770
771,yes,both,"119  mott st, manhattan, ny",771
772,yes,both,"446 ste a dean street , brooklyn, ny",772
773,yes,both,"302 east 92nd street, manhattan, ny",773
774,no,both,"76 76 forsyth street, manhattan, ny",774
775,yes,both,"150 w 36th st , manhattan, ny",775
776,yes,both,"103  havemeter street, brooklyn, ny",776
777,yes,both,"1548 university, bronx, ny",777
778,yes,sidewalk,"112-20  qieens blvd. 1 floor, queens, ny",778
779,yes,both,"203 west   19 street, manhattan, ny",779
780,yes,sidewalk,"658 nostrand avenue, brooklyn, ny",780
781,yes,both,"96 avenue c, manhattan, ny",781
782,yes,sidewalk,"1414 6th avenue, manhattan, ny",782
783,no,sidewalk,"4002  40st, brooklyn, ny",783
784,yes,both,"138 mulberry, manhattan, ny",784
785,yes,both,"446 ste b dean street, brooklyn, ny",785
786,yes,both,"1112 bedford avenue, brooklyn, ny",786
787,yes,both,"284  van brunt, brooklyn, ny",787
788,yes,roadway,"369 west 46 street , manhattan, ny",788
789,yes,roadway,"1559 2nd avenue , manhattan, ny",789
790,yes,sidewalk,"1928 bath ave., brooklyn, ny",790
791,yes,sidewalk,"3143  broadway , manhattan, ny",791
792,yes,both,"8407 northern blvd , queens, ny",792
793,yes,sidewalk,"384 grand, manhattan, ny",793
794,yes,sidewalk,"98 n 11th street, brooklyn, ny",794
795,yes,both,"10 montgomery, manhattan, ny",795
796,yes,sidewalk,"2149 frederick douglass blvd, manhattan, ny",796
797,yes,sidewalk,"100 kenmare, manhattan, ny",797
798,yes,sidewalk,"765 9th ave, manhattan, ny",798
799,yes,both,"120-04/06 rockaway blvd , queens, ny",799
800,yes,both,"761  51st , manhattan, ny",800
801,yes,roadway,"3704 prince st, queens, ny",801
802,yes,both,"136 mulberry street, manhattan, ny",802
803,yes,both,"125 15th street, manhattan, ny",803
804,yes,both,"187 lenox avenue, manhattan, ny",804
805,no,both,"502/500 court street, brooklyn, ny",805
806,yes,sidewalk,"311 east 60th street , manhattan, ny",806
807,yes,both,"8218 8220 3rd avenue, brooklyn, ny",807
808,yes,sidewalk,"156-50 northern blvd, queens, ny",808
809,yes,both,"546 w 207th street, manhattan, ny",809
810,yes,sidewalk,"1223 broadway, brooklyn, ny",810
811,yes,sidewalk,"8901 3rd avenue/ 89th street, brooklyn, ny",811
812,yes,both,"97 atlantic ave, brooklyn, ny",812
813,yes,sidewalk,"669 union, brooklyn, ny",813
814,yes,both,"49  39th street, manhattan, ny",814
815,yes,both,"1 lispenard st, manhattan, ny",815
816,yes,sidewalk,"549 metropolitan avenue, brooklyn, ny",816
817,yes,sidewalk,"1026472 10th ave, manhattan, ny",817
818,yes,sidewalk,"31-06 31 street, queens, ny",818
819,yes,sidewalk,"611 w 129th street, manhattan, ny",819
820,yes,both,"165 west 4th , manhattan, ny",820
821,yes,both,"83-02 norhtern boulevard, queens, ny",821
822,yes,sidewalk,"698 700 9th ave., manhattan, ny",822
823,yes,both,"2340 adam clayton powel jr blvd, manhattan, ny",823
824,yes,sidewalk,"46-48  bowery st, manhattan, ny",824
825,yes,sidewalk,"303 e 85th street, manhattan, ny",825
826,yes,both,"3416 broadway, queens, ny",826
827,yes,both,"17237 hillside ave, queens, ny",827
828,yes,both,"3 844river ave , bronx, ny",828
829,yes,sidewalk,"152  stanton, manhattan, ny",829
830,yes,both,"5519 myrtle , queens, ny",830
831,yes,roadway,"106 norfolk street, manhattan, ny",831
832,yes,both,"275 94th street, brooklyn, ny",832
833,no,both,"435 435 east 9th st, manhattan, ny",833
834,yes,sidewalk,"83-27  roosevelt avenue [ abutting 84th st. ], queens, ny",834
835,yes,both,"53 106 street, manhattan, ny",835
836,yes,roadway,"152 stanton, manhattan, ny",836
837,yes,both,"8321  5th avenue, brooklyn, ny",837
838,yes,both,"14 putnam avenue, brooklyn, ny",838
839,yes,both,"98 rivington, manhattan, ny",839
840,yes,both,"644 driggs ave, brooklyn, ny",840
841,no,sidewalk,"1575 1575 second ave , manhattan, ny",841
842,no,sidewalk,"115 delancey street, manhattan, ny",842
843,yes,both,"102  berry, brooklyn, ny",843
844,yes,sidewalk,"1325 2nd avenue, manhattan, ny",844
845,yes,both,"210 10 avenue, manhattan, ny",845
846,yes,roadway,"121 27 e 30th st 27-29, manhattan, ny",846
847,yes,both,"196 8th, manhattan, ny",847
848,yes,both,"299 10th avenue, manhattan, ny",848
849,yes,both,"238  flatbush ave, brooklyn, ny",849
850,yes,sidewalk,"341  st nicholas ave, brooklyn, ny",850
851,yes,sidewalk,"154 w 72nd street, manhattan, ny",851
852,yes,both,"2 harrison street, manhattan, ny",852
853,yes,both,"574 574 columbus avenue, manhattan, ny",853
854,yes,both,"89  macdougal street, manhattan, ny",854
855,yes,sidewalk,"1136  third avenue, manhattan, ny",855
856,yes,sidewalk,"164 graham ave, brooklyn, ny",856
857,yes,both,"250 w72nd st, manhattan, ny",857
858,yes,both,"8 berry street, brooklyn, ny",858
859,yes,both,"248 fifth avenue, brooklyn, ny",859
860,yes,both,"68 jay street, brooklyn, ny",860
861,yes,both,"3496  broadway , manhattan, ny",861
862,yes,roadway,"1644 3rd ave, manhattan, ny",862
