,name,address,zipcode,borough,cuisine,phone,critical_flag,latitude,longitude,id
6388,great wall restaurant,"1539 east new york avenue, brooklyn, ny",11212.0,brooklyn,chinese,7183422900,not critical,40.672273783887,-73.910885522901,6257
6389,momo ramen,"78 5 avenue, brooklyn, ny",11217.0,brooklyn,soups,6462415342,not critical,40.68064212633,-73.97760320485,6258
6390,momo ramen,"78 5 avenue, brooklyn, ny",11217.0,brooklyn,soups,6462415342,not critical,40.68064212633,-73.97760320485,6259
6391,grand sichuan eastern,"1049 2 avenue, manhattan, ny",10022.0,manhattan,chinese,2123555855,not critical,40.758206436666995,-73.966102032937,6260
6392,los amigos mexican restaurant,"2273 31 street, queens, ny",11105.0,queens,mexican,7187268708,critical,40.774602750507995,-73.912542484783,6261
6393,cafe triskell,"3304 36 avenue, queens, ny",11106.0,queens,french,7184720612,not critical,40.755754263982,-73.928015947801,6262
6394,chop shop,"254 10 avenue, manhattan, ny",10001.0,manhattan,asian/asian fusion,2128200333,not critical,40.748763929496,-74.003374516952,6263
6395,palm restaurant,"200 chambers street, manhattan, ny",10007.0,manhattan,steakhouse,6463956393,not critical,40.716855439004,-74.012207355491,6264
6396,van leeuwen ice cream,"1625 2 avenue, manhattan, ny",10028.0,manhattan,frozen desserts,7187011630,not critical,40.776802845412,-73.952534595567,6265
6397,new neighbor chinese restaurant,"1404 cortelyou road, brooklyn, ny",11226.0,brooklyn,chinese,7188260808,not critical,40.640880893452,-73.965138541769,6266
6398,belle,"2363 a c powell boulevard, manhattan, ny",10030.0,manhattan,american,5856872821,not critical,40.817332569431,-73.94220536244501,6267
6399,bonao bar and grill,"123 jamaica avenue, brooklyn, ny",11207.0,brooklyn,latin american,7183460285,not critical,40.678914428468,-73.895828023847,6268
6400,beppe tuscan eatery,"234 west   56 street, manhattan, ny",10019.0,manhattan,italian,2125862403,not critical,40.765607212932,-73.982375856421,6269
6401,trattoria bianca,"481 8 avenue, manhattan, ny",10001.0,manhattan,italian,2122688460,not critical,40.752288062254,-73.9934021983,6270
6402,trattoria bianca,"481 8 avenue, manhattan, ny",10001.0,manhattan,italian,2122688460,not critical,40.752288062254,-73.9934021983,6271
6403,trattoria bianca,"481 8 avenue, manhattan, ny",10001.0,manhattan,italian,2122688460,not critical,40.752288062254,-73.9934021983,6272
6404,holy schnitzel,"438 nome avenue, staten island, ny",10314.0,staten island,jewish/kosher,7187614659,not critical,40.589742904891,-74.16417845064801,6273
6405,holy schnitzel,"438 nome avenue, staten island, ny",10314.0,staten island,jewish/kosher,7187614659,not critical,40.589742904891,-74.16417845064801,6274
6406,la chiqui restaurant,"760 grand concourse, bronx, ny",10451.0,bronx,spanish,7189757373,not critical,40.823961697978,-73.924299768192,6275
6408,donut connection,"1621 mermaid avenue, brooklyn, ny",11224.0,brooklyn,donuts,7187086865,critical,40.576709250121,-73.984024193347,6276
6409,nano,"691 tenth avenue, manhattan, ny",10036.0,manhattan,latin american,6466494678,critical,40.763116109393,-73.992942665537,6277
6410,corner cafe and bakery,"1645-1651 third avenue, manhattan, ny",10128.0,manhattan,american,2128608060,critical,40.782717195885,-73.951118478975,6278
6411,o'hanlon's pub,"2257 31 street, queens, ny",11105.0,queens,irish,7187289619,critical,40.774948266802,-73.912119596608,6279
6412,chifa restaurant,"7320 northern boulevard, queens, ny",11372.0,queens,peruvian,7188980108,critical,40.754695353925,-73.893460379625,6280
6413,darkhorse,"17 murray street, manhattan, ny",10007.0,manhattan,american,2126083900,not critical,40.713444057979004,-74.00806206788201,6281
6414,mister cangrejo colombian restaurant,"7907 roosevelt ave, queens, ny",11372.0,queens,latin american,3476008405,not critical,40.747362946879996,-73.886539193339,6282
6415,don angie,"103 greenwich avenue, manhattan, ny",10014.0,manhattan,american,2128898884,not critical,40.737732764416,-74.001818688643,6283
6416,big belly deli,"2 stanwix street, brooklyn, ny",11206.0,brooklyn,american,3472405647,not critical,40.698147779738996,-73.93370070080499,6284
6417,good friends 1,"1376 nostrand avenue, brooklyn, ny",11226.0,brooklyn,chinese,7182872345,critical,40.653158110377,-73.949837075874,6285
6418,rowe studios lounge,"410 west   42 street, manhattan, ny",10036.0,manhattan,american,2125825472,not critical,40.758644912786,-73.993184987414,6286
6419,rowe studios lounge,"410 west   42 street, manhattan, ny",10036.0,manhattan,american,2125825472,not critical,40.758644912786,-73.993184987414,6287
6421,popeyes,"165-25 liberty avenue, queens, ny",11433.0,queens,chicken,7185234233,critical,40.702223564768,-73.79151424691999,6288
6422,subway,"2527 parsons blvd, queens, ny",11354.0,queens,sandwiches,3472170472,critical,40.775926340086,-73.824438705866,6289
6423,abc kitchen,"35 east   18 street, manhattan, ny",10003.0,manhattan,american,2124755829,not critical,40.737655470925,-73.98978793079701,6290
6424,abc kitchen,"35 east   18 street, manhattan, ny",10003.0,manhattan,american,2124755829,not critical,40.737655470925,-73.98978793079701,6291
6425,abc kitchen,"35 east   18 street, manhattan, ny",10003.0,manhattan,american,2124755829,not critical,40.737655470925,-73.98978793079701,6292
6427,rubens pizzeria-el pollo peruvian cuisine,"1533 70 street, brooklyn, ny",11228.0,brooklyn,pizza,7183318821,critical,40.619981928029,-73.999232748681,6293
6428,jacqueline's bakery restaurant,"1579 westchester avenue, bronx, ny",10472.0,bronx,bakery products/desserts,9173244753,critical,40.828943173980996,-73.876538363534,6294
6429,romeo's pizza and pasta,"10320 liberty ave, queens, ny",11417.0,queens,italian,7188359626,critical,40.681747881397,-73.837551936392,6295
6430,sushi & co,"459 lexington avenue, manhattan, ny",10017.0,manhattan,,6468537083,not applicable,40.753451956829,-73.974568420799,6296
6431,marine park coffee,"3602 quentin road, brooklyn, ny",11234.0,brooklyn,coffee/tea,3036817557,critical,40.614708156476,-73.936672563266,6297
6432,healthy bites deli,"4226 broadway, manhattan, ny",10033.0,manhattan,sandwiches,6462890192,not critical,40.849157718849,-73.936802726343,6298
6433,caviar house & prunier seafood bar,"nka jfk international airport, queens, ny",11430.0,queens,seafood,7187514800,not critical,40.648312826068,-73.788281497594,6299
6434,connie's deli,"240 east  204 street, bronx, ny",10458.0,bronx,mexican,7182206911,not critical,40.874209463046,-73.884571791873,6300
6435,la espiga restaurant and bakery,"4211 102nd st, queens, ny",11368.0,queens,spanish,7187797898,critical,40.747521198162,-73.863036820562,6301
6436,hangawi,"12 east   32 street, manhattan, ny",10016.0,manhattan,korean,2122130077,critical,40.746822419604,-73.984751960331,6302
6437,happy days diner,"148 montague street, brooklyn, ny",11201.0,brooklyn,american,7188758361,not critical,40.694510718235,-73.99332860230601,6303
6438,chopstix,"3790 nostrand avenue, brooklyn, ny",11235.0,brooklyn,chinese/japanese,7188910391,not critical,40.591178949194,-73.94011549501799,6304
6439,new jin xin resaturant,"7102 18 avenue, brooklyn, ny",11204.0,brooklyn,chinese,7188372820,critical,40.615598338935,-73.99375073575,6305
6440,wa bar,"28 west   32 street, manhattan, ny",10001.0,manhattan,korean,2127142266,not critical,40.74772296418,-73.986877485325,6306
6441,un plaza grill,"845 united nations plaza, manhattan, ny",10017.0,manhattan,jewish/kosher,2122231801,not critical,40.751976246982004,-73.96753810122,6307
6442,aladdin hookah lounge,"25-57 steinway street, queens, ny",11103.0,queens,middle eastern,7186852816,not critical,40.767534596892,-73.912013892705,6308
6443,grace thai,"5617 junction blvd, queens, ny",11373.0,queens,thai,3477841920,not critical,40.737086368339,-73.866013696638,6309
6444,nomado 33,"165 east   33 street, manhattan, ny",10016.0,manhattan,japanese,2128892833,critical,40.745435496279995,-73.97949767966,6310
6445,cor thai you,"1310 cortelyou road, brooklyn, ny",11226.0,brooklyn,thai,7186767388,critical,40.640505109754,-73.965974688516,6311
6446,columbus cafe,"556 columbus avenue, manhattan, ny",10024.0,manhattan,sandwiches,2127219040,not critical,40.787058094262,-73.97176408253,6312
6447,pondicheri,"15 west   27 street, manhattan, ny",10001.0,manhattan,indian,7138200154,critical,40.744363545657,-73.988458834534,6313
6448,cafe evergreen,"1367 1 avenue, manhattan, ny",10021.0,manhattan,chinese,2127443266,not critical,40.768649321023,-73.955388870038,6314
6449,ho may ny,"69 kingsland ave, brooklyn, ny",11211.0,brooklyn,chinese,7183899788,not critical,40.718363968022,-73.940437281006,6315
6450,meme's healthy nibbles,"707 nostrand avenue, brooklyn, ny",11216.0,brooklyn,american,7184931375,not critical,40.673038695638,-73.950189775127,6316
6451,tsq food court,"163 west   48 street, manhattan, ny",10036.0,manhattan,sandwiches,2129330966,not critical,40.759354750924004,-73.983016431453,6317
6452,tacos times square,"144 west   37 street, manhattan, ny",10018.0,manhattan,tex-mex,2129120044,critical,40.752433115397004,-73.988179514307,6318
6453,the burrito shoppe and salad junkie,"100 stuyvesant place, staten island, ny",10301.0,staten island,mexican,6469635958,critical,40.643604814333,-74.077426245868,6319
6454,short stories,"355 bowery, manhattan, ny",10003.0,manhattan,american,9144713443,not critical,40.726728713195,-73.991662117529,6320
6455,perfect taste,"51b canal street, manhattan, ny",10002.0,manhattan,asian/asian fusion,9292696769,critical,40.714841128296,-73.991699682984,6321
6456,pearl garden chinese restaurant,"14508 14 avenue, queens, ny",11357.0,queens,chinese,7187677854,critical,40.786912600023,-73.822000959739,6322
6457,soho thai,"141 grand street, manhattan, ny",10013.0,manhattan,thai,2129668916,critical,40.720240386394,-73.999502156932,6323
6458,denny's,"805 pennsylvania avenue, brooklyn, ny",11207.0,brooklyn,american,7182720301,critical,40.657892301106,-73.89009789957301,6324
6459,sala thai,"307 amsterdam avenue, manhattan, ny",10023.0,manhattan,thai,2124333999,not critical,40.780187044094,-73.980465470201,6325
6460,sala thai,"307 amsterdam avenue, manhattan, ny",10023.0,manhattan,thai,2124333999,not critical,40.780187044094,-73.980465470201,6326
6462,fred's at barney's,"660 madison avenue, manhattan, ny",10065.0,manhattan,italian,2128332200,not critical,40.764498703019,-73.970755673207,6327
6463,pasha turkish restaurant,"64 west   71 street, manhattan, ny",10023.0,manhattan,turkish,2125798751,critical,40.776363244854004,-73.978469928505,6328
6464,spot dessert bar,"11 west   32 street, manhattan, ny",10001.0,manhattan,frozen desserts,2129671678,critical,40.747407223937,-73.986090778063,6329
6465,ovenly,"42 west   42 street, manhattan, ny",10036.0,manhattan,other,8888992213,not critical,40.754068239421,-73.982321170752,6330
6466,mei yu spring restaurant,"29 catherine street, manhattan, ny",10038.0,manhattan,chinese,2127661777,critical,40.712557743109,-73.997052965759,6331
6467,gregory's coffee,"350 hudson street, manhattan, ny",10014.0,manhattan,coffee/tea,6466570803,critical,40.727541236371,-74.007273637731,6332
6468,east pacific,"2655 richmond avenue, staten island, ny",10314.0,staten island,asian/asian fusion,7183702225,not critical,40.582297419955,-74.169052592685,6333
6469,"boulud sud , epicerie boulud","1900 broadway, manhattan, ny",10023.0,manhattan,mediterranean,2125951313,not critical,40.771511149198,-73.982150446461,6334
6470,tabata noodle restaurant,"540 9 avenue, manhattan, ny",10018.0,manhattan,japanese,2122907681,critical,40.756992594766004,-73.993654399478,6335
6471,casa adela restaurant,"66 avenue c, manhattan, ny",10009.0,manhattan,latin american,2124731882,critical,40.722761050489,-73.97980412076801,6336
6472,sticky's finger joint,"598 9 avenue, manhattan, ny",10036.0,manhattan,chicken,6469228067,critical,40.758941286674,-73.992239225365,6337
6473,wing gong restaurant,"2109 1 avenue, manhattan, ny",10029.0,manhattan,chinese,2124101661,critical,40.791132280719,-73.93897069793701,6338
6474,do or dive,"1108 bedford avenue, brooklyn, ny",11216.0,brooklyn,american,3474068241,not critical,40.686808326621,-73.95461090816,6339
6475,kusina pinoy bistro,"6916 roosevelt ave, queens, ny",11377.0,queens,filipino,3479249977,not critical,40.746342701311995,-73.896083081162,6340
6476,one and one,"12 1 avenue, manhattan, ny",10009.0,manhattan,irish,2125989126,not critical,40.723357851029,-73.988347038953,6341
6477,melting pot cuisine,"3601 vernon boulevard, queens, ny",11106.0,queens,caribbean,7186062670,not critical,40.761784480831,-73.942585851754,6342
6478,melting pot cuisine,"3601 vernon boulevard, queens, ny",11106.0,queens,caribbean,7186062670,not critical,40.761784480831,-73.942585851754,6343
6479,sai's cafe,"6003 fort hamilton parkway, brooklyn, ny",11219.0,brooklyn,chinese,6463611524,not critical,40.632989318967,-74.005681652926,6344
6480,sai's cafe,"6003 fort hamilton parkway, brooklyn, ny",11219.0,brooklyn,chinese,6463611524,not critical,40.632989318967,-74.005681652926,6345
6481,eggloo,"60 mulberry street, manhattan, ny",10013.0,manhattan,frozen desserts,3479317784,critical,40.715563301562,-73.999466118958,6346
6482,le gourmet,"1267 1 avenue, manhattan, ny",10065.0,manhattan,american,2127728811,not critical,40.765444330953,-73.95773031601699,6347
6483,the buffs,"1313 40th ave, queens, ny",11101.0,queens,thai,7183612362,critical,40.755586478933,-73.941919851113,6348
6484,perk kafe,"162 east   37 street, manhattan, ny",10016.0,manhattan,coffee/tea,2126867375,critical,40.747795551671,-73.97716910911299,6349
6485,gaia italian cafe,"251 east houston street, manhattan, ny",10002.0,manhattan,italian,6463503977,critical,40.721886297351,-73.985233897071,6350
6486,new pizza place,"20527 hollis ave, queens, ny",11412.0,queens,pizza,7184795300,not critical,40.707140401817,-73.751996488412,6351
6487,lincoln fried chicken,"576 west  125 street, manhattan, ny",10027.0,manhattan,chicken,2126625489,not critical,40.815272619787,-73.95794782429,6352
6488,cafe & sweets,"552 86 street, brooklyn, ny",11209.0,brooklyn,coffee/tea,9177962824,critical,40.620563905166996,-74.024703547753,6353
6489,sliced by harlem pizza co.,"1215 amsterdam avenue, manhattan, ny",10027.0,manhattan,pizza,9177141411,critical,40.809149594665996,-73.959338868097,6354
6490,vinny's lunchbox,"171 avenue u, brooklyn, ny",11223.0,brooklyn,american,__________,not critical,40.59646247482,-73.97791241541199,6355
6491,waldy's wood fired pizza & penne,"800 6 avenue, manhattan, ny",10001.0,manhattan,pizza,2122135042,critical,40.745335377522004,-73.99048688004001,6356
6492,japanese kitchen & sake bar method,"746 10 avenue, manhattan, ny",10019.0,manhattan,japanese,2125822146,critical,40.765141637967,-73.991437080091,6357
6493,grand sichuan,"229 9 avenue, manhattan, ny",10001.0,manhattan,chinese,2126205200,critical,40.747235144322,-74.000790376672,6358
6494,bagel boss,"263 1 avenue, manhattan, ny",10003.0,manhattan,jewish/kosher,2123889292,critical,40.732170448256,-73.981836286667,6359
6495,la cigogne,"215 union street, brooklyn, ny",11231.0,brooklyn,french,9178655268,not critical,40.683331446395,-73.999206778114,6360
6496,loma coffee shop & restaurant,"454 rockaway avenue, brooklyn, ny",11212.0,brooklyn,spanish,3474425774,not critical,40.668952352824,-73.910565547869,6361
6497,cheffy two restaurant,"4759b white plains road, bronx, ny",10470.0,bronx,caribbean,7189946532,not critical,40.90488253023,-73.849629949842,6362
6498,pqr,"1631 2 avenue, manhattan, ny",10028.0,manhattan,pizza,9174357736,not critical,40.776948272526,-73.952426172216,6363
6499,bondurants,"303 east   85 street, manhattan, ny",10028.0,manhattan,american,2122491509,critical,40.777030372744996,-73.95184479908801,6364
6500,morgenstern's finest ice cream,"215 bowery, manhattan, ny",10002.0,manhattan,frozen desserts,2122096784,critical,40.721848633195,-73.993434084539,6365
6501,aris sports bar restaurant,"4514 3 avenue, brooklyn, ny",11220.0,brooklyn,spanish,3476892538,not critical,40.650341357333005,-74.01183115825201,6366
6502,the long hall,"58 east   34 street, manhattan, ny",10016.0,manhattan,american,6464550777,not critical,40.747513763211,-73.98240231572,6367
6503,spyglass,"45 west   38 street, manhattan, ny",10018.0,manhattan,american,2127300538,not critical,40.751589996785,-73.984213084688,6368
6504,little bean,"111 central park north, manhattan, ny",10026.0,manhattan,coffee/tea,6468961168,not critical,40.798601980857,-73.953306369313,6369
6505,orsay,"1057 lexington avenue, manhattan, ny",10021.0,manhattan,french,2125176400,not critical,40.772458240805,-73.960704425666,6370
6506,etcetera etcetera,"352 west   44 street, manhattan, ny",10036.0,manhattan,italian,2123994141,not critical,40.759144253796,-73.99032968425,6371
6507,el sazon de olga restaurant,"1017 castle hill avenue, bronx, ny",10472.0,bronx,latin american,3476570955,not critical,40.82799227235,-73.850133206865,6372
6508,crown fried chicken,"842 rockaway avenue, brooklyn, ny",11212.0,brooklyn,chicken,7184841001,not critical,40.659016983678,-73.908023515395,6373
6509,citi field new york mets visitors clubhouse,"12301 roosevelt avenue, queens, ny",11368.0,queens,american,7185958100,not critical,40.754695559225,-73.845397132929,6374
6510,surf city,"837 surf avenue, brooklyn, ny",11224.0,brooklyn,pizza,7186764460,not critical,40.575346640986,-73.977012300002,6375
6511,karvouna mezze,"241 bowery, manhattan, ny",10002.0,manhattan,american,2123880052,not critical,40.722611661989,-73.993152609463,6376
6512,noche de margaritas restaurant,"1726 2 avenue, manhattan, ny",10128.0,manhattan,mexican,2122895195,critical,40.780208022459,-73.950029860276,6377
6513,barchaa,"567 wilson avenue, brooklyn, ny",11207.0,brooklyn,peruvian,3473228640,critical,40.691139818033,-73.90890216385999,6378
6514,motin spice and sweets,"1215 liberty avenue, brooklyn, ny",11208.0,brooklyn,bangladeshi,7182777778,not critical,40.678989041594,-73.864771665197,6379
6515,lucky chicken,"377 1 avenue, manhattan, ny",10010.0,manhattan,chicken,2122281325,not critical,40.736237681135,-73.97886904582501,6380
6516,family garden,"111a ditmas ave, brooklyn, ny",11218.0,brooklyn,chinese,7189725040,critical,40.635581122859,-73.977773314014,6381
6517,tacombi,"242 metropolitan avenue, brooklyn, ny",11211.0,brooklyn,tex-mex,9292733346,not critical,40.715067668149,-73.95974278266401,6382
6518,zaytoons restaurant,"594 vanderbilt avenue, brooklyn, ny",11238.0,brooklyn,middle eastern,7182303200,not critical,40.678726873715,-73.968486035982,6383
6519,spiros restautrant,"2103 avenue u, brooklyn, ny",11229.0,brooklyn,american,7188919843,critical,40.599514221634,-73.95022323056699,6384
6520,pinch food design,"545 west   27 street, manhattan, ny",10001.0,manhattan,american,2122447000,critical,40.750869144542996,-74.003897961418,6385
6521,sushi sen-nin,"30 east   33 street, manhattan, ny",10016.0,manhattan,japanese,2128892208,not critical,40.746975908460996,-73.983192831941,6386
6522,great jones juice bar,"29 great jones street, manhattan, ny",10012.0,manhattan,"juice, smoothies, fruit salads",2125053185,critical,40.726981323362004,-73.99303670515,6387
6523,classic kosher catering,"2818 avenue k, brooklyn, ny",11210.0,brooklyn,jewish/kosher,7186923100,critical,40.624186152921,-73.94808657948,6388
6524,benvenuti,"235 south end avenue, manhattan, ny",10280.0,manhattan,pizza,2129452100,not critical,40.709622417413,-74.016624578288,6389
6525,sazon's nunez,"96 wyckoff avenue, brooklyn, ny",11237.0,brooklyn,latin american,3477507894,not critical,40.70436372257,-73.91934344660999,6390
6526,oriental plaza,"1845 richmond avenue, staten island, ny",10314.0,staten island,chinese,7187618668,critical,40.603045920844,-74.162950866619,6391
6527,dorado,"28 east   12 street, manhattan, ny",10003.0,manhattan,tex-mex,2126270900,critical,40.734090277343995,-73.993234416505,6392
6528,new no pork halal kitchen,"50 4 avenue, brooklyn, ny",11217.0,brooklyn,chinese,7188759888,critical,40.683219758446,-73.97913108816999,6393
6529,ashoka grill,"1436 flatbush avenue, brooklyn, ny",11210.0,brooklyn,indian,7184341001,not critical,40.635622049875,-73.950639358335,6394
6530,ashoka grill,"1436 flatbush avenue, brooklyn, ny",11210.0,brooklyn,indian,7184341001,not critical,40.635622049875,-73.950639358335,6395
6531,bebe fritay,"826 rogers avenue, brooklyn, ny",11226.0,brooklyn,creole,7186761636,critical,40.650422680832,-73.952455476986,6396
6532,mikado bistro,"525 6 avenue, manhattan, ny",10011.0,manhattan,japanese,2122559981,not critical,40.737205743859,-73.996958050887,6397
6533,paname restaurant,"1068 2 avenue, manhattan, ny",10022.0,manhattan,french,2122073737,critical,40.758782703976,-73.965657751061,6398
6534,fish & chips,"555 throop avenue, brooklyn, ny",11216.0,brooklyn,american,7182490711,not critical,40.683085679192,-73.940952055626,6399
6537,bayard bo ky restaurant,"78-80 bayard st, manhattan, ny",10013.0,manhattan,chinese,2124062292,critical,40.71570053367,-73.998683331195,6400
6538,tsq brasserie,"723 7 avenue, manhattan, ny",10019.0,manhattan,american,9174095834,not critical,40.759966982725,-73.984066702821,6401
6539,olivia's restaurant & lounge,"1854 westchester avenue, bronx, ny",10472.0,bronx,latin american,3472819588,critical,40.832587678684,-73.863934294693,6402
6540,j j sport restaurant,"545 east  183 street, bronx, ny",10458.0,bronx,latin american,7182951200,critical,40.854294688699,-73.89121806611999,6403
6541,kings kitchen,"92 east broadway, manhattan, ny",10002.0,manhattan,chinese,2129667288,critical,40.713765307169,-73.993716246,6404
6542,new dynasty chinese restaurant,"1470 east avenue, bronx, ny",10462.0,bronx,chinese,7186668863,not critical,40.836738680970996,-73.860156470069,6405
6543,pasha pizza pita,"665 classon avenue, brooklyn, ny",11238.0,brooklyn,pizza,3474350666,not critical,40.677620499282,-73.959073267697,6406
6544,an beal bocht cafe,"445 west  238 street, bronx, ny",10463.0,bronx,american,7188847127,critical,40.887218718233,-73.90473006422499,6407
6545,oaxaca taqueria,"250 4 avenue, brooklyn, ny",11215.0,brooklyn,mexican,7182221122,critical,40.676534218856,-73.983646880149,6408
6546,college point diner,"1432 college point boulevard, queens, ny",11356.0,queens,american,7184459663,critical,40.785140952347,-73.84577755292099,6409
6547,gran morelos diner and bakery,"727 grand street, brooklyn, ny",11211.0,brooklyn,american,7182189441,critical,40.711671078267,-73.943606705893,6410
6549,"kami sushi, yummy thai","383-385 flatbush ave, brooklyn, ny",11238.0,brooklyn,japanese,7183983299,critical,40.676243707789,-73.97177152336799,6411
6550,jen's roti shop and bakery,"838 flatbush avenue, brooklyn, ny",11226.0,brooklyn,caribbean,7189757313,not critical,40.651901938616,-73.959103520872,6412
6551,new soldiers restaurant,"1278 nostrand avenue, brooklyn, ny",11226.0,brooklyn,caribbean,7182844620,not critical,40.655834395852,-73.95012338075699,6413
6552,doner kebab,"34 willoughby street, brooklyn, ny",11201.0,brooklyn,turkish,7182223434,not critical,40.692234827247,-73.987620473752,6414
6553,lean crust,"737 fulton street, brooklyn, ny",11217.0,brooklyn,pizza,7188527567,not critical,40.686570315273,-73.975062772125,6415
6554,"rbq bar, restaurant and market","9720 rockaway beach blvd, queens, ny",11693.0,queens,barbecue,9178035678,critical,40.584842842533,-73.819034999995,6416
6555,chinatown restaurant,"1650 3 avenue, manhattan, ny",10128.0,manhattan,asian/asian fusion,2129873500,critical,40.782890072184,-73.951017244509,6417
6556,bar 9,"807 9 avenue, manhattan, ny",10019.0,manhattan,american,2123999336,critical,40.765673744394,-73.987361288746,6418
6557,ovi's place,"2925 avenue h, brooklyn, ny",11210.0,brooklyn,american,7184211640,critical,40.631536627557004,-73.947961949011,6419
6558,addeo's riverdale pizzeria,"5654 riverdale avenue, bronx, ny",10471.0,bronx,pizza,7185494750,critical,40.905558717994,-73.904472142443,6420
6559,pancho's antojitos mexicanos,"964 amsterdam avenue, manhattan, ny",10025.0,manhattan,mexican,2123165400,critical,40.801328950729,-73.96506502480601,6421
6560,farinella,"1132 lexington avenue, manhattan, ny",10075.0,manhattan,pizza,2123272702,not critical,40.77466447012,-73.959118101119,6422
6561,tableside italian cook shoppe,"345 east    6 street, manhattan, ny",10003.0,manhattan,italian,2124770617,critical,40.726936929705,-73.987429998399,6423
6562,great wall restaurant,"384 grand street, manhattan, ny",10002.0,manhattan,chinese,2122605888,not critical,40.716284530277,-73.987821608225,6424
6563,great wall restaurant,"384 grand street, manhattan, ny",10002.0,manhattan,chinese,2122605888,not critical,40.716284530277,-73.987821608225,6425
6564,golden krust caribbean bakery & grill,"4108 farragut road, brooklyn, ny",11210.0,brooklyn,caribbean,7185766021,critical,40.636919302564,-73.937310759686,6426
6565,golden fountain restaurant,"3925 baychester avenue, bronx, ny",10466.0,bronx,caribbean,6465714615,critical,40.888997076522,-73.84217933343899,6427
6566,shun won flushing,"4127 main st, queens, ny",11355.0,queens,chinese,7184606118,critical,40.757389720047996,-73.829071924096,6428
6567,hummus market,"361 graham avenue, brooklyn, ny",11211.0,brooklyn,middle eastern,7185995600,not critical,40.715387950229,-73.944537838532,6429
6568,mk karaoke,"11 west   32 street, manhattan, ny",10001.0,manhattan,korean,2125643436,critical,40.747407223937,-73.986090778063,6430
6569,pequena,"86 south portland avenue, brooklyn, ny",11217.0,brooklyn,mexican,7186430000,not critical,40.686962712621,-73.97458305989001,6431
6570,double chicken please,"115 allen street, manhattan, ny",10002.0,manhattan,,2127771069,not applicable,40.719457713566,-73.990241669375,6432
6571,society cafe,"52 west   13 street, manhattan, ny",10011.0,manhattan,american,2123004525,critical,40.735998010493,-73.995781762977,6433
6572,frescos pizzeria,"804 west  187 street, manhattan, ny",10033.0,manhattan,pizza,2129402737,critical,40.85518811067,-73.93719099918,6434
6573,maggie mae's,"4115 queens blvd, queens, ny",11104.0,queens,bottled beverages,7184333067,critical,40.743674124042,-73.923102992406,6435
6574,mighty quinn's,"103 2 avenue, manhattan, ny",10003.0,manhattan,barbecue,2126773733,not applicable,40.727485993519004,-73.988483416489,6436
6575,empanadas monumental,"550 west  181 street, manhattan, ny",10033.0,manhattan,latin american,6469645773,not critical,40.848922154829005,-73.932816085398,6437
6576,china star,"1784 jerome avenue, bronx, ny",10453.0,bronx,chinese,7182994916,not critical,40.848339842824004,-73.91187406554499,6438
6577,yummy taco,"774 washington avenue, brooklyn, ny",11238.0,brooklyn,tex-mex,7186230867,critical,40.674775561905,-73.963188428,6439
6578,raenu thai,"844 amsterdam avenue, manhattan, ny",10025.0,manhattan,thai,9176843099,not critical,40.797434982819,-73.967909529919,6440
6579,starbucks,"494 8 avenue, manhattan, ny",10001.0,manhattan,coffee/tea,2129473860,critical,40.752650353431,-73.993109807324,6441
6580,don chucho,"1112 forest avenue, staten island, ny",10310.0,staten island,mexican,9293640030,critical,40.62682835696,-74.12701302786701,6442
6581,calaca of bk,"139 putnam avenue, brooklyn, ny",11238.0,brooklyn,mexican,7186220022,not critical,40.683282046388996,-73.956560315571,6443
6582,giorgione,"307 spring street, manhattan, ny",10013.0,manhattan,italian,2123522628,not critical,40.725932718544996,-74.008507352284,6444
6583,giorgione,"307 spring street, manhattan, ny",10013.0,manhattan,italian,2123522628,not critical,40.725932718544996,-74.008507352284,6445
6584,todd english food hall,"768 5 avenue, manhattan, ny",10019.0,manhattan,english,2129869260,critical,40.7641481437,-73.973950630007,6446
6585,swift hibernian lounge,"34 east    4 street, manhattan, ny",10003.0,manhattan,irish,2122603600,not critical,40.727467103523004,-73.992354751418,6447
6586,joe's pizza,"211 8 avenue, manhattan, ny",10011.0,manhattan,pizza,2122433226,not critical,40.743826151871,-73.99955611261599,6448
6587,lechonera el fogon,"2641 bainbridge avenue, bronx, ny",10458.0,bronx,spanish,9177925976,not critical,40.864807794692,-73.89204681413,6449
6588,fortune place chinese restaurant,"286 broadway, brooklyn, ny",11211.0,brooklyn,chinese,7189633566,critical,40.708614263624,-73.958477056696,6450
6589,energy fuel,"386 myrtle avenue, brooklyn, ny",11205.0,brooklyn,american,3478896990,critical,40.693145721275,-73.970545482456,6451
6590,the horny ram,"951 2 avenue, manhattan, ny",10022.0,manhattan,american,2128322021,not critical,40.755163133079,-73.968323403873,6452
6591,juicy cube,"674 lexington avenue, manhattan, ny",10022.0,manhattan,"juice, smoothies, fruit salads",2128882188,critical,40.760112314285,-73.969732444175,6453
6592,darbar grill,"157 east   55 street, manhattan, ny",10022.0,manhattan,indian,2127514600,not critical,40.759360174919,-73.969447622112,6454
6593,k love q chinese restaurant,"1759 crosby avenue, bronx, ny",10461.0,bronx,chinese,7188230262,not critical,40.846257838512,-73.831788448161,6455
6594,d elici,"71 nassau street, manhattan, ny",10038.0,manhattan,american,2125875740,critical,40.709631554613,-74.00832491468799,6456
